en,om
"A bronze statue of Sir Alex Ferguson, a most successful manager in Manchester United’s history, was unveiled outside Old Trafford.",seenaa Maanchister Yunaaytid keessatti leenjisaa milka'aa kan ta'an Ser Aleeks Fargusaniif siidaan Meetiirraa ijaarame bakkee mooraa Oldi Tiraaforditti agarsiifame.
"The death toll of the heat wave in Japan rises to 57, while 18,347 others are hospitalized.","Dambalii ho'aa Jaappaan kessattii mudateen lakkoofsi namoota lubbuun darbanii gara 57ti yeroo guddatu, namoonni 18,347 ta'an ammoo Hospitaala seenaniiru."
"In an Exclusive interview with ENA Acting General- Director of the Agency, Jonse Gedefa said that the agency has been running the e-GP technology system project that would help to clear the government procurement activities from human error and misappropriation.","Afgaaffii addaa ENA fi Daayirekteera-Olaanaaa Ejensichaaa irratti, Joonsee Geddefaa ejensichi hojiiwwan bittaa meeshaa mootummaa dogongora namaa fi mulqa seeraan alaa irra bilisa akka ta'uuf gargaaruuf pirojektii sirna teekinooloojii e-GP adeemsisaa jira jedhaniiru."
Denmark suspends future weapons export licenses to Saudi Arabia in response to the killing of Jamal Khashoggi and the Saudi Arabian-led intervention in Yemen.,Ajjeefamuu Jamaal Kaashogii fi gidduugaltummaa Yemen keessaa kan Sawud-Arabiyaan durfameen walqabatee Denmaark heyyama alargee meeshaalee waraanaa gara Sa'ud Arabiyaa adda kutte.
"During his visit, Infantino met with a delegation of the Ethiopian Football Federation led by Juneydi Basha, its president.","Yeroo daawwannaa isaatti, Infaantiinoon jila Federeeshinii Kubbaa miilaa Itoophiyaa pireezidaantii isaa Junaddiin Baashaan durfamu waliin mari'ateera."
"“When we look at the past two years GTP-II performance, expected and unexpected things have happened such as drought and unrest which were unexpected, but if the prevailing peaceful situation remains unchanged and we do more in the two and half years left, the planned economic growth will be achieved,” the Commissioner said.","""Raawwii GPT-II waggoota lamaan darbanii yeroo ilaallu, wantootni eegamanii fi hin eegamne raawwataniiru kanneen akka hongee fi jeequmsaa kan hin eegamne yeroo ta'an, garuu haalli nagaa duraa ture yoo hin jijjiramu ta'e waggoota lamaa fi walakka hafanitti caalaa ni hojjenna, karoorri guddina diinagdee ni milkaa'a"" Komiishinerichi jedhaniiru."
"Riviera Beach, Florida, is paying $600,000 to a hacker who took over local government computers three weeks ago.",Filooridaa Riveeraa Biich keessatti torbee sadii dura Haakerii Kompiiwutarota bulchiinsa naannnoo sana ta'ateef qarshii Doolaara 600000 kaffaluuf jira.
A teenage girl suicide bomber kills five people and injures fourteen others in the Damaturu area in northeast Nigeria.,Kaaba baha Naayijeeriyaa nannoo Damaturu jedhamutti shamarreen gocha bade balleessaa boombiin raawwatteen lubbuu namoota shanii yoo galaafattu namoonni kudha afur ammoo miidhamaniiru.
"It is recalled that Ethio Telecom has recently announced the launching of 4G LTE service in 92 towns nationwide and in the capital, Addis Ababa as phase-I 4G LTE service expansion strategic plan for the 2020/21 budget year.",Itiyoo Telekoom dhiyeenya kana tajaajila 4G LTE magaaloota 92 guutuu biyyaa keessatti argamanii fi magaala guddutti keessatti akkasumas karoorri tarsiimawaa tajaajila 4G LTE sadarkaa-I bara bajataa 2020/2021 jalqabuun isaa ni yaadatama.
"There will be also small and medium scale manufacturing companies that have the capacity to produce electronics machines in this country,” Getahun stated.","Akkasumas dhaabbatoota oomishaa xiqqaa fi giddugaleessaa dandeettii oomisha maashinoota elektirooniksii biyya kana keessatti qaban ni jiraatu,"" Getahun jedheera."
The report was prepared upon the request of the governments of Ethiopia and Sudan and describes the illegal activities that are taking place from the Horn of Africa via Libya to Europe as a “dangerous and organized illicit trade”.,"Gabaasichi kan qophaa'e gaaffi mootummoota Itoopiyaa fi Sudaan irratti hundaa'uuni akkasumas inni hojiilee seeraa alaa Gaanfa Afrikaa irraa kahuun karaa Liibiyaa Awurooppaa seenu ""daldala seeraan alaa hamaa fi qindaa'e"" jechuun ibsa."
And it does not take long for anyone who sets foot in the area to understand why.,Akkasumas nama naannicha irra miilaan ejjete kamiifiyyuu dhugaa isaa hubachuun yeroo dheeraa hin fudhatu.
"The African Union choose Nkosazana Dlamini-Zuma of South Africa as its leader, making her the first woman to occupy the post, in a hard fought battle with incumbent Jean Ping of Gabon.","Gamtaan Afirikaa falmii jabaa kan aangoorra ture Jiin Piingii Gaabon waliin godhame booda Kosazaanaa Jilamini-Zumaa Afrikaa Kibbaa akka hoogganaatti filachuun, dubartii jalqabaa bakkicha qabattu ishee taasise."
"Despite the boycott attempt by Democratic Tsunami, El Clásico is played in Camp Nou, Barcelona, with important security measures.","Yaalii uggura Diimokiraatik Tsunaamii malee, El Kilaasikoon Kaamp Nuu, Baarseloonaa keessatti tarkaanfilee nageenyaa barbaachisootiin taphatame."
The mother of Assange arrives in London ahead of his final legal bid against extradition to Sweden.,Haatii Assaanj Caaalbaasii seeraa qabeessa akka gara Siwiidiinitti dabrfamte kennamtuuf godhame isa xumuraa dursuun Landan seenan
The newly elected President of Ukraine Petro Poroshenko vows to continue Kiev's anti-terrorist operation against pro-Russian militants in the east.,Pireezidaantiin Yuukireen Haaraa filataman Petiro Poresheenkoon duula farra shororkeessummaa Keev kan hidhattota deeggartoota raashiyaa bahaatti argaman irratti godhamu itti fufsiisuuf waadaa seenan.
"The past year has resulted in just about everything going remote, and our ability to accelerate digital inclusion has become our number one focus.”","Barri darba wanta hundumaa fageenyaan akka ta'u godheera, dabalataan dandeetti keenya hirmaachisummaa dijitaalaa saffisiisuuf xiyyeeffannoo keenya jalqabaa ta'eera."""
The ruling Ethiopian Peoples' Revolutionary Democratic Front (EPRDF) and opposition parties have recently put their differences aside and have agreed to come to a roundtable to find ways of redeeming the already tense political environment.,Addi Diimokiraatawaa Warraaqsa Ummattoota Itoopiyaa (EPDRF) fi jaarmiyaalee mormitootaa dhiyeenya kana garagarummaa isaanii cinatti dhiisuun waliin ta'anii karaa haala siyaasaa durayyuu hammaate ittiin furan barbaaduuf waliigalan.
Former Santo Domingo mayor Roberto Salcedo Sr. resigns from the government and the Dominican Liberation Party.,Kantiibaan Santa Domeengoo duraanii kan ta'e Roobeertoo Saalseedoo Siniyor mootummaafi Paartii bilisummaa Dominikaanota keessaa ofbaase.
Many in the industry agree with that.,Namoonni baayyeen industiricha keessa jiran itti waliigalu.
The United Nations Security Council approves unanimously new sanctions against North Korea for its recent nuclear test.,Manni Maree Nageenyaa Mootummoota Gamtoomanii shaakala niwukileeraa ishee dhiyeenya kanaaf qoqqobbii haaraa Kooriyaa Kaabaa irratti guutummaatti mirkaneesse.
American businessman Jacob Ostreicher escapes Bolivia two years after being imprisoned without charge.,Daldaltichi lammii Ameerikaa Jaakob Ostireecher erga waggaa lamaaf murtii malee hidhamee booda Boliiviyaa keessaa bahe.
"Cobalt Air suddenly announces its dissolution, cancelling all future operations and leaving many passengers stranded in Cyprus.","Koobaalt Eeyiriin, hojiiwwan gara fuulduraa hunda haquunii fi imaltoota baayyee Qoopiroos keessatti akka danqamanii jiranitti dhiisuun dingata diigamuu isaa beeksise."
Meta-analysis of 42 previous studies concludes chocolate may be good for the heart.,Xiinxalli qabiyyee qorannoolee darban 42 akka Chokkooleettiin onneef gaarii ta'uu danda'u dimshaashesse.
Tombs discovered near Egypt's pyramids reinforce the theory they were built by free workers rather than slaves.,Awwaalonni naannoo piraamiidii misir'tti argaman garboota irra namoota bilisaan ijaaramuu isaanii calaqqisu.
The highly popular Kana Television has launch of two new shows – an original Kana production and an international localized drama series – to further enhance the viewing experience of its growing audience.,Baayyee kan beekamu Teleevijiniin Qaanaa fedhii daawwannaa hordoftoota isaa guddachaa jiru caalmaatti guddisuuf agarsiisa haaraa lama jalqabe - qophii orijinaala Qaanaa fi diraamaa walitti fufaa addunyaa gara naannootti jijjiirame.
A three-man crew lands safely after four months in the International Space Station.,Gareen namoota sadii qabu turtii ji'a afuriif buufata hawaa addunyaarraa erga taasisaniin booda nagaan gara lafaatti deebi'aniiru.
Tornadoes hit the Arkansas towns of Vilonia and Mayflower with reports of casualties.,Hobonboleettiin magaalawwan Arkaansas Vilooniyaa fi Meeflaawor dhaheen miidhamni namaa gabaasame.
This robot is currently available in Ethiopia for ICT Week sponsored by Ethio-Telecom.,Roobootin kun yeroo ammaatti Itoophiyaa keessatti torbee ICT Etiyoo-telekoomin deeggarame irratti ni argama.
The Joint Committee on Vaccination and Immunisation announce a recommendation that half of million people with severe immunosuppressed will receiving a third dose of the COVID-19 jabs.,Koreen Waliinii Talaallii fi Madiinummaa gorsa isa namoonni walakkaa miliyoonaa kan immiwunosappireesdii hamaa qaban doozii sadaffaa COVID-19 fudhatan beeksise.
"Robert Kaplan, head of the Federal Reserve Bank of Dallas, says that low bond yields suggest sluggish growth ahead for the economy of the United States. .","Roobert Kaaplaan, dursaan Baankii Riservii Federaalaa Daalas, aksiyoonni gadaanaan argamuun guddinni suuta jedhaan diinagdee Yunaayitid Isteetis dura akka jiru akeeka jedhe."
"Hercules 264, a Gulf of Mexico natural gas drilling rig, partially collapses off the coast of Louisiana after catching fire.",Lolaa meeksiikoo qonna boolla boba'aa uumama Heerkulas 264 hojjetamaa ture irrattii bala abiddaa qaqabeen gartokkeen isaa gara buufata doonii Luuziyaanatti jige.
Nigeria is the defending champion.,Naayijeeriyaan injifattuu dorgommii duraanii ti.
"According to him, almost all government institutions and private entities require AI applications to deliver effective services with the support of AI technology.","Akka inni jedhetti, dhaabbileen mootummaan hunda jechuun bifa danda'amuu fi qaamoleen dhuunfaa tajaajiloota bu'a qabeessa deggersa teekinoolojii AI'n dhiyeessuuf hojiirra oolmaa AI barbaadu."
David Davis resigns as the United Kingdom's Secretary of State for Exiting the European Union amid disagreements with Prime Minister Theresa May over Brexit negotiations.,Deevid Deevis Gamtaa Awurooppaa keessaa bahuuf Muummee Ministeeraa Teresaa Meeyiin maree dhimma Bireeksitiin walqabatee waldhabdee tureef aangoo Ministeera Haajaa Alaa Yuunaayitid Kiingidem irraa bu'e.
"A Camair-Co plane is fired upon while attempting to land at Bamenda Airport, but the pilot manages to safely land the plane with no casualties reported.","Xiyyaarri Kamaa'ir-Ko Buufata Xiyyaaraa Baameendaatti qubachuuf utuu yaaluu ibiddi qabate, garuu balaliisaan miidhaan tokko utuu hin qaqqabin nagaan xiyaaricha qubachiise."
Former News International Chief Executive Rebekah Brooks is arrested by police investigating phone hacking and corruption at the organisation.,Hojii rawwachiistuun sagantaa Oduu idl addunyaa duraanii Riibqaan Buruk poolisii yakka hatuuxummaa bilbilaa fi malaammaltummaa dhaabbatichatti qorachaa jiruun to'annoo jala oolte jirti.
"The Grand Ethiopian Renaissance Dam (GERD) will regulate the water flow of Nile River and reduce flooding risks and sedimentation in downstream countries, Arba Minch University Water Resource Research Center Director Samuel Degalo said.","Hidhi Haaromsaa Guddichi Itoophiyaa(GERD) ya'a bishaanii laga Abbayyaa ni to'ata, akkasumas lolaa fi dhiqama biyyee biyyoota gadii akka hir'isu, Daayiriketeerri giddugala qorannoo Yuuniversitii Arbaa Mincii Saamu'el Digaaloo dubbataniiru."
"Located on the boundary of Oromia and Amhara region, the Abay Gorge is a serios of gorges to a depth of some 1,500 meters.","Daangaa naannoo Oromiyaa fi Amaaraa irratti kan argamu, Abbay Gorgeen sulula walitti fufaa gafa meetira 1,500 gadi fagaatuudha."
"EPHI Emergency Operation Center Deputy Incident Manager, Dr. Mikyas Teferi said 227 people have died due to the COVID-19 pandemic during the past week alone.","Itti aanaan Bulchaa Giddugala Hojii Balaa Tasaa EPHI, Dr Mikkiyaas Tafarii torban darbe kana qofatti namoonni 227 weerara COVID-19'n du'uu isaanii dubbate."
"Two small planes (took off from Langley Regional Airport) collide mid-air near Mission, British Columbia, in western Canada, with at least one person dead.","Xiyyaaronni xixiqqaan lama (Dirree Xiyyaaraa Naannoo Laangileey irraa kahan) naannoo Miishin, Biritish Kolombiyaa, lixa Kanaadaa keessatti walitti bu'uun, yoo xiqqaate namni tokko du'e."
Mebrahtu’s motivation came from personal experience.,Kaka'umsi Mebraatuu muuxannoo dhuunfaa irraa dhufe.
The National Hockey League locks out its players after the expiry of the collective bargaining agreement.,Liigiin Hookii biyyaleessaa erga yeroon walii galteen waliinii xumurameen booda taphattoota isaa ni cufa.
"A multi-sectoral stakeholders’ platform joined hands to rescue over 131,000 cattle on the verge of death in Borena zone of southern Oromia.","Waltajjiin abbaa dhimmaa seketera garagaraa godina Booranaa Kibba Oromiyaa keessattin beeylada 131,000 qarqara du'aa irra jiran oolchuf harka walqabatan."
"Last week, the National Bank of Ethiopia introduced a new rule that forces depositors make a maximum of five transactions per week.","Torbee darbe, Baankiin Biyyoolessaa Itoophiyaa seera haaraa fayyadamtoota baankii torbeetti yoo baayyate tajaajila shan akka fayyadama dirqisiisu beeksise."
Nominations for the 67th Primetime Emmy Awards are announced with Game of Thrones receiving 24 nominations.,Kaadhimamtootni badhaasa Eemii jalqabaa 67ffaa Geem of Siroons kadhimama 24 argachuu isaa waliin ibsame.
"The Afro-Ukrainian hip hop trio consisting of the three Ethiopian-Ukrainian sisters, Bethlehem (Betty), Miriam and Siona Endale have already left an imprint on the Ukrainian hip-hop scene.","Hip hooppiin Afroo-Yukiraniyaan tiryoo obbolowwan durbaa lammii Itoopiyaa fi Yukireen sadan of keessaa qaba, Beetileem (Beetii), Miriyaamii fi Siyoonaa Indaalee seenaa hiip hooppii Yukiraniyaan keessatti ashaaraa hambisan."
"The 41st anniversary of the foundation of the Tigray People’s Liberation Front (TPLF) is celebrated in Mekelle through commemoration of the martyrs, panel discussion and other programs.",Rakkoo biraa mummichi ministeeraa waldhaansoo qabu tasgabbii dhabuu waraana keessa jirudha.
North Korean leader Kim Jong Un orders nuclear weapons to be ready for use at any time.,Geggeessaan Kooriyaa Kaabaa Kiim Joong Un meeshaaleen waraanaa niwukilarii yeroo kamittuu itti fayyadamaaf akka qophii ta'an ajajan.
"Government Communication Affairs Office Minister, Bereket Simon, stressed the need to further consolidate soil and water conservation so as to protect the Grand Ethiopian Renaissance Dam from silt and sediment.","Ministeerri Waajjira Dhimma Koomunikeeshinii Mootummaa, Bereket Simoon, Hidha Guddicha Haaromsa Itoopiiyaa cirrachaa fi kuufama biyyee irraa eeguuf eegumsa biyyee fi bishaanii caalmaatti jabeessuun akka barbaachisu dubbate."
